id;origem;destino;valor;timestamp
ID00296;ORIG040;DEST401;227.27;2024-03-25
ID00297;ORIG018;DEST076;948.82;2023-10-12
ID00298;ORIG015;DEST565;449.16;2022-03-10
ID00299;ORIG018;DEST597;743.14;2024-03-03
ID00300;ORIG002;DEST787;530.20;2020-11-01
ID00301;ORIG059;DEST182;190.15;2021-03-24
ID00302;ORIG084;DEST870;626.79;2024-01-15
ID00261;ORIG048;DEST168;571.30;2021-05-13
ID00304;ORIG005;DEST618;319.90;2024-03-09
ID00305;ORIG011;DEST177;208.54;2020-12-25
ID00306;ORIG029;DEST161;87.88;2024-08-04
ID00307;ORIG053;DEST919;778.58;2022-07-10
ID00308;ORIG009;DEST343;354.02;2023-04-23
ID00309;ORIG008;DEST094;655.50;2020-02-02
ID00310;ORIG000;DEST202;943.46;2020-01-16
ID00311;ORIG097;DEST939;452.69;2024-06-01
ID00199;ORIG064;DEST083;468.33;2021-10-16
ID00313;ORIG007;DEST552;965.73;2023-02-03
ID00314;ORIG004;DEST480;612.92;2020-07-09
ID00315;ORIG016;DEST194;687.14;2023-04-19
ID00316;ORIG006;DEST447;682.07;2020-10-01
ID00317;ORIG038;DEST326;963.70;2023-01-12
ID00318;ORIG024;DEST224;59.18;2022-10-16
ID00245;ORIG002;DEST290;619.03;2023-04-20
ID00320;ORIG072;DEST631;696.89;2023-05-12
ID00321;ORIG006;DEST324;871.56;2020-09-01
ID00314;ORIG030;DEST842;250.27;2021-03-06
ID00323;ORIG005;DEST340;667.46;2024-05-15
ID00324;ORIG009;DEST604;775.52;2022-06-06
ID00198;ORIG056;DEST038;97.24;2021-07-07
ID00326;ORIG004;DEST578;616.38;2022-09-08
ID00327;ORIG006;DEST058;338.76;2020-11-18
ID00328;ORIG005;DEST645;257.90;2024-06-14
ID00329;ORIG003;DEST162;188.12;2022-01-18
ID00330;ORIG019;DEST260;544.73;2021-01-19
ID00015;ORIG013;DEST067;649.33;2021-09-09
ID00332;ORIG003;DEST298;114.02;2020-07-28
ID00333;ORIG006;DEST143;262.26;2021-10-08
ID00334;ORIG003;DEST257;414.19;2020-12-10
ID00335;ORIG003;DEST112;436.50;2023-08-09
ID00336;ORIG070;DEST677;176.48;2020-06-28
ID00160;ORIG019;DEST151;551.00;2020-03-10
ID00114;ORIG002;DEST501;89.34;2021-09-18
ID00339;ORIG018;DEST164;469.52;2020-07-15
ID00340;ORIG014;DEST677;856.34;2021-03-25
ID00341;ORIG083;DEST796;314.35;2023-05-27
ID00342;ORIG033;DEST702;602.59;2023-05-18
ID00343;ORIG012;DEST736;552.25;2021-03-19
ID00344;ORIG009;DEST122;538.64;2020-01-21
ID00345;ORIG007;DEST193;417.89;2020-10-18
ID00346;ORIG019;DEST112;532.17;2021-07-21
ID00347;ORIG001;DEST755;697.16;2021-08-04
ID00348;ORIG007;DEST236;888.79;2021-02-11
ID00349;ORIG006;DEST716;398.17;2021-12-26
ID00350;ORIG072;DEST524;163.23;2020-10-06
ID00351;ORIG000;DEST999;558.61;2020-02-16
ID00352;ORIG008;DEST348;677.32;2022-09-08
ID00353;ORIG016;DEST048;525.68;2021-11-07
ID00354;ORIG005;DEST938;866.19;2020-04-19
ID00355;ORIG017;DEST369;406.81;2022-08-21
ID00356;ORIG015;DEST146;735.75;2024-09-27
ID00235;ORIG012;DEST636;403.96;2024-12-14
ID00358;ORIG012;DEST549;536.38;2021-11-23
ID00359;ORIG041;DEST607;425.10;2020-07-13
ID00360;ORIG011;DEST072;539.58;2022-02-26
ID00361;ORIG043;DEST095;658.73;2021-12-26
ID00362;ORIG003;DEST987;656.28;2021-01-28
ID00363;ORIG010;DEST572;496.97;2024-07-13
ID00364;ORIG019;DEST078;547.10;2022-04-04
ID00365;ORIG009;DEST961;943.38;2023-11-20
ID00238;ORIG016;DEST213;253.77;2022-01-18
ID00367;ORIG017;DEST686;222.97;2024-04-14
ID00368;ORIG011;DEST117;663.10;2023-11-04
ID00369;ORIG017;DEST867;879.89;2023-02-02
ID00370;ORIG006;DEST368;543.16;2021-12-01
ID00371;ORIG010;DEST069;147.64;2020-10-28
ID00372;ORIG007;DEST918;603.84;2024-04-17
ID00373;ORIG016;DEST024;910.33;2024-11-24
ID00374;ORIG012;DEST740;849.23;2020-07-04
ID00375;ORIG085;DEST758;882.96;2024-03-02
ID00376;ORIG007;DEST012;762.72;2021-08-10
ID00377;ORIG016;DEST629;278.35;2020-01-15
ID00378;ORIG016;DEST361;259.09;2022-11-04
ID00379;ORIG007;DEST847;978.31;2024-12-20
ID00380;ORIG004;DEST179;127.46;2024-11-20
ID00381;ORIG010;DEST651;251.17;2023-02-27
ID00382;ORIG034;DEST254;529.95;2023-08-03
ID00383;ORIG028;DEST486;802.19;2024-08-24
ID00384;ORIG019;DEST110;574.61;2023-05-17
ID00385;ORIG011;DEST233;938.38;2021-09-19
ID00386;ORIG001;DEST388;891.76;2021-10-20
ID00387;ORIG071;DEST146;432.79;2023-09-15
ID00388;ORIG018;DEST279;544.87;2020-08-27
ID00389;ORIG055;DEST332;258.19;2023-03-19
ID00390;ORIG000;DEST827;82.96;2022-05-06
ID00391;ORIG003;DEST076;575.70;2021-02-18
ID00392;ORIG047;DEST043;674.65;2021-12-15
ID00393;ORIG006;DEST190;84.78;2021-05-02
ID00394;ORIG086;DEST685;812.01;2024-05-22
ID00395;ORIG013;DEST788;263.69;2020-07-04
ID00396;ORIG010;DEST138;525.10;2023-08-15
ID00250;ORIG046;DEST810;881.18;2020-12-24
ID00398;ORIG013;DEST223;358.92;2021-08-04
ID00399;ORIG051;DEST643;505.92;2022-06-15
ID00400;ORIG052;DEST630;161.51;2023-03-14
ID00401;ORIG002;DEST456;336.39;2022-12-13
ID00257;ORIG016;DEST432;970.51;2023-08-12
ID00403;ORIG001;DEST346;865.58;2021-07-08
ID00404;ORIG067;DEST218;701.44;2020-11-16
ID00405;ORIG014;DEST474;843.15;2023-10-26
ID00406;ORIG069;DEST527;985.26;2023-06-15
ID00407;ORIG015;DEST745;295.97;2024-01-02
ID00408;ORIG006;DEST594;108.66;2021-12-02
ID00409;ORIG004;DEST331;537.87;2020-04-25
ID00410;ORIG051;DEST851;859.67;2024-10-08
ID00411;ORIG098;DEST006;24.16;2020-12-04
ID00412;ORIG055;DEST938;820.46;2020-12-07
ID00413;ORIG082;DEST492;373.28;2021-03-07
ID00414;ORIG019;DEST178;83.38;2022-02-06
ID00415;ORIG001;DEST009;255.92;2021-02-17
ID00416;ORIG001;DEST445;584.39;2023-06-24
ID00417;ORIG016;DEST164;770.40;2022-07-09
ID00418;ORIG001;DEST186;995.40;2022-05-27
ID00419;ORIG014;DEST750;744.68;2023-06-13
ID00420;ORIG006;DEST096;910.37;2021-08-13
ID00421;ORIG009;DEST469;714.07;2022-06-05
ID00422;ORIG012;DEST737;230.77;2021-11-23
ID00423;ORIG017;DEST212;567.85;2024-08-21
ID00424;ORIG002;DEST169;212.75;2023-01-01
ID00425;ORIG011;DEST567;171.88;2024-01-26
ID00426;ORIG007;DEST434;937.05;2021-09-13
ID00017;ORIG018;DEST380;722.80;2020-02-02
ID00428;ORIG004;DEST406;167.81;2021-12-20
ID00429;ORIG001;DEST697;115.82;2020-02-23
ID00430;ORIG002;DEST633;250.04;2023-11-21
ID00431;ORIG006;DEST574;431.69;2020-06-08
ID00432;ORIG009;DEST316;428.95;2021-06-06
ID00433;ORIG000;DEST239;213.05;2021-08-08
ID00128;ORIG006;DEST111;387.92;2020-05-23
ID00435;ORIG007;DEST209;959.73;2022-04-02
ID00436;ORIG007;DEST567;139.00;2022-08-06
ID00437;ORIG003;DEST785;378.00;2022-08-19
ID00239;ORIG007;DEST376;973.91;2022-09-08
ID00439;ORIG061;DEST618;820.99;2023-03-14
ID00440;ORIG008;DEST809;849.23;2024-02-02
ID00441;ORIG016;DEST649;637.63;2021-03-01
ID00442;ORIG060;DEST731;288.26;2024-08-07
ID00443;ORIG085;DEST523;730.37;2022-11-03
ID00444;ORIG028;DEST701;731.22;2020-06-02
ID00445;ORIG026;DEST948;95.97;2021-08-02
ID00446;ORIG013;DEST624;584.61;2020-02-18
ID00447;ORIG004;DEST444;540.88;2024-08-23
ID00448;ORIG009;DEST151;641.91;2024-11-26
ID00449;ORIG071;DEST664;271.86;2021-09-26
ID00450;ORIG013;DEST678;58.33;2024-06-15
ID00451;ORIG007;DEST130;964.46;2021-12-20
ID00452;ORIG078;DEST818;408.96;2022-04-23
ID00453;ORIG007;DEST929;941.54;2023-03-19
ID00454;ORIG004;DEST481;929.18;2023-03-06
ID00455;ORIG019;DEST037;634.86;2022-12-03
ID00363;ORIG010;DEST373;959.88;2022-09-15
ID00457;ORIG014;DEST534;644.02;2023-12-06
ID00196;ORIG005;DEST065;555.57;2024-11-10
ID00459;ORIG002;DEST362;282.18;2021-07-11
ID00460;ORIG000;DEST477;724.13;2023-09-02
ID00461;ORIG004;DEST728;294.27;2022-12-21
ID00462;ORIG014;DEST344;305.19;2024-04-22
ID00463;ORIG013;DEST259;928.07;2021-03-20
ID00017;ORIG014;DEST602;992.59;2023-03-01
ID00465;ORIG044;DEST595;351.25;2021-08-28
ID00466;ORIG014;DEST552;946.68;2022-11-10
ID00064;ORIG007;DEST947;68.84;2021-09-14
ID00468;ORIG001;DEST729;250.16;2020-12-25
ID00269;ORIG016;DEST110;153.06;2022-04-21
ID00470;ORIG010;DEST842;200.65;2023-02-14
ID00471;ORIG034;DEST151;293.70;2024-05-19
ID00472;ORIG051;DEST412;207.00;2022-09-08
ID00473;ORIG074;DEST866;94.77;2021-07-20
ID00474;ORIG005;DEST111;455.14;2023-01-12
ID00475;ORIG004;DEST584;97.75;2022-07-13
ID00280;ORIG006;DEST198;186.97;2024-08-01
ID00477;ORIG016;DEST872;699.80;2020-03-17
ID00478;ORIG015;DEST388;228.38;2024-04-17
ID00479;ORIG004;DEST526;737.31;2021-02-13
ID00480;ORIG000;DEST842;624.37;2020-11-15
ID00359;ORIG004;DEST005;63.89;2024-11-18
ID00482;ORIG000;DEST621;10.09;2020-08-15
ID00483;ORIG004;DEST843;702.78;2024-11-18
ID00484;ORIG013;DEST694;406.77;2023-11-27
ID00485;ORIG061;DEST015;432.50;2020-11-11
ID00486;ORIG009;DEST974;614.65;2020-11-08
ID00487;ORIG001;DEST392;20.89;2021-07-08
ID00488;ORIG012;DEST829;706.27;2022-10-04
ID00489;ORIG006;DEST254;385.98;2024-08-26
ID00490;ORIG008;DEST785;712.47;2024-06-16
ID00491;ORIG044;DEST363;250.80;2024-03-16
ID00492;ORIG014;DEST606;519.80;2020-05-19
ID00493;ORIG068;DEST501;688.41;2024-10-24
ID00494;ORIG014;DEST171;35.16;2021-03-16
ID00495;ORIG018;DEST290;845.55;2021-10-12
ID00496;ORIG002;DEST565;755.44;2023-04-08
ID00497;ORIG000;DEST088;189.20;2021-04-06
ID00498;ORIG077;DEST414;888.88;2022-06-19
ID00131;ORIG012;DEST091;821.12;2022-08-03
ID00500;ORIG006;DEST886;912.41;2024-11-18
ID00501;ORIG015;DEST805;207.46;2020-02-02
ID00502;ORIG016;DEST831;139.26;2024-02-06
ID00177;ORIG000;DEST594;951.33;2020-08-26
ID00134;ORIG007;DEST590;552.01;2020-11-03
ID00505;ORIG004;DEST318;863.57;2022-10-10
ID00506;ORIG019;DEST268;713.48;2021-07-28
ID00507;ORIG006;DEST251;809.83;2020-12-13
ID00508;ORIG040;DEST066;929.06;2023-07-28
ID00509;ORIG012;DEST666;449.81;2021-06-16
ID00510;ORIG018;DEST992;938.96;2020-12-06
ID00511;ORIG000;DEST563;596.78;2024-11-15
ID00494;ORIG000;DEST321;84.08;2020-05-26
ID00025;ORIG003;DEST694;869.37;2022-01-14
ID00514;ORIG019;DEST950;253.07;2022-07-11
ID00515;ORIG012;DEST493;502.66;2020-03-12
ID00516;ORIG013;DEST989;526.77;2024-10-20
